"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Feel the Beat","2000-01-01","N/A","Electronic","N/A","N/A","Darude","N/A","N/A","N/A","N/A","39308","N/A","N/A","N/A","N/A","14758288.754999999","N/A","N/A","N/A","11161611","52594176","N/A","N/A","N/A","1255166","36590240","N/A","N/A","N/A","17325","N/A","N/A","N/A","N/A","51748","667755","N/A","N/A","N/A","N/A","N/A"
"Sonic Empire - Short Mix","1997-03-24","N/A","Electronic","N/A","N/A","Members Of Mayday","N/A","N/A","N/A","N/A","43114","N/A","N/A","N/A","N/A","13493538.155","N/A","N/A","N/A","3970259","21407246","N/A","N/A","N/A","2826335","37821871","N/A","N/A","N/A","26485","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"On The Beach - CRW Remix","1999-01-01","N/A","Electronic","N/A","N/A","York, CRW, Mauro Picotto","N/A","N/A","N/A","N/A","44263","N/A","N/A","N/A","N/A","13152266.120000001","N/A","N/A","N/A","8156887","44767329","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","594","N/A","N/A","N/A","N/A","446931","3465274","N/A","N/A","N/A","N/A","N/A"
"On The Move - Radio Edit","2000-07-01","N/A","Electronic","N/A","N/A","Bart Claessen","N/A","N/A","N/A","N/A","47156","N/A","N/A","N/A","N/A","12375362.05","N/A","N/A","N/A","3412031","40220295","N/A","N/A","N/A","7364023","46687191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"In The Dark","2024-07-11","N/A","Electronic","N/A","N/A","Armin Van Buuren, David Guetta, Aldae","N/A","N/A","N/A","N/A","48117","N/A","N/A","N/A","N/A","12121049.605","N/A","N/A","N/A","8496056","36686064","N/A","N/A","N/A","854950","5772540","N/A","N/A","N/A","17137","N/A","N/A","N/A","N/A","55649","185615","N/A","N/A","N/A","N/A","N/A"
"Don't Give Up","2000-03-06","N/A","Rock","N/A","N/A","Chicane, Bryan Adams","N/A","N/A","N/A","N/A","48973","N/A","N/A","N/A","N/A","11909288.665","N/A","N/A","N/A","4812116","45149322","N/A","N/A","N/A","57885","3196540","N/A","N/A","N/A","24771","N/A","N/A","N/A","N/A","62004","98779","N/A","N/A","N/A","0","593847"
"Outta My Head","2025-07-18","N/A","Electronic","N/A","N/A","Hypaton, Norma Jean Martine, Henri Pfr","N/A","N/A","N/A","N/A","48974","N/A","N/A","N/A","N/A","11909006.09","N/A","N/A","N/A","4193283","4230434","N/A","N/A","N/A","1429345","1436322","N/A","N/A","N/A","23491","N/A","N/A","N/A","N/A","23822","23906","N/A","N/A","N/A","N/A","N/A"
"Miracle","2025-06-20","N/A","Electronic","N/A","N/A","Sub Focus, Culture Shock, Fragma","N/A","N/A","N/A","N/A","49129","N/A","N/A","N/A","N/A","11873077.52","N/A","N/A","N/A","11239483","11493373","N/A","N/A","N/A","64980","74724","N/A","N/A","N/A","11089","N/A","N/A","N/A","N/A","236024","246543","N/A","N/A","N/A","N/A","N/A"
"Don't Stop","1999-11-26","N/A","Electronic","N/A","N/A","ATB","N/A","N/A","N/A","N/A","49346","N/A","N/A","N/A","N/A","11826356.835","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1591837","27728501","N/A","N/A","N/A","34566","N/A","N/A","N/A","N/A","27983","62081","N/A","N/A","N/A","N/A","N/A"
"Don't Walk Away (ESRD13)","2022-07-15","N/A","Electronic","N/A","N/A","Kroman","N/A","N/A","N/A","N/A","50471","N/A","N/A","N/A","N/A","11567009.2","N/A","N/A","N/A","15247506","97565659","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
