"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"30","Mercyful Fate","Denmark","Metal","N/A","33516","34636","379352","92587232","155664","1075116","57334","10200","19297304","236633","43138","N/A","124728","287987","52946","N/A","11161","N/A","N/A","N/A","N/A","N/A"
"31","Vader","Poland","Metal","Big Indie Labels","36298","44913","271511","75137158","116247","1085755","52861","58800","9326239","101259","38803","N/A","87298","476930","51784","N/A","20886","N/A","N/A","N/A","N/A","N/A"
"32","Alien Weaponry","New Zealand","Metal","Big Indie Labels, Universal Music Group","36858","41843","198955","58621123","126024","2386716","38477","90900","36476285","569800","48119","8291","65793","84739","10194","1014","21996","N/A","N/A","N/A","N/A","N/A"
"33","Power Trip","United States","Metal","Big Indie Labels","39080","33141","216495","95703434","181792","3714777","72279","2090","9998632","108499","35179","N/A","138657","141130","12659","55","29411","N/A","N/A","N/A","N/A","N/A"
"34","BONES UK","United Kingdom","Rock","Big Indie Labels","39197","18370","104789","180366437","599265","4966065","70584","28800","5105901","121867","85887","N/A","43122","25526","5211","3129","48865","N/A","N/A","N/A","N/A","N/A"
"35","Nervosa","Brazil","Metal","Big Indie Labels","39651","57643","118827","17936567","88280","5326905","47810","56100","12413118","328517","36216","1633","179679","415122","15580","N/A","19343","N/A","N/A","N/A","N/A","N/A"
"36","Prong","United States","Metal","Big Indie Labels","42392","30659","205427","69928530","215456","7940385","74450","1670","10788301","115415","68807","N/A","29243","137024","16645","N/A","11834","N/A","N/A","N/A","N/A","N/A"
"37","Skar","Norway","Metal","Big Indie Labels","44577","71477","41438","52856543","112469","384648","25769","217000","59470542","1317004","61415","25907","6805","4614","2516","210","145019","N/A","N/A","N/A","N/A","N/A"
"38","Soziedad Alkoholika","Spain","Metal","N/A","46072","56740","140337","76985924","92912","414926","52544","44000","15946080","94714","48135","N/A","64166","231653","20183","437","45775","N/A","N/A","N/A","N/A","N/A"
"39","Toxic Holocaust","United States","Metal","Big Indie Labels","46708","62018","169658","44192740","60503","913407","52786","30000","16886169","193744","44242","N/A","78451","311285","28556","1259","24967","N/A","N/A","N/A","N/A","N/A"
"40","Dust Bolt","Germany","Metal","Big Indie Labels","49416","103154","36663","7342536","55642","686769","39454","10400","4395159","82752","41924","N/A","15560","60750","3540","N/A","27726","N/A","N/A","N/A","N/A","N/A"
