"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Priti","2025-03-20","N/A","Pop","N/A","N/A","Danny Ocean, Sech","N/A","N/A","N/A","N/A","2713","N/A","N/A","N/A","N/A","128405531.75000001","N/A","N/A","N/A","174973308","180281582","N/A","N/A","N/A","12801","33268","N/A","N/A","N/A","3412","N/A","N/A","N/A","N/A","72259","72454","N/A","N/A","N/A","N/A","N/A"
"Él Me Mintió","1981-01-01","N/A","Pop","N/A","N/A","Amanda Miguel","N/A","N/A","N/A","N/A","2727","N/A","N/A","N/A","N/A","128007666.965","N/A","N/A","N/A","54773988","237140989","N/A","N/A","N/A","28855840","91338343","N/A","N/A","N/A","10507","N/A","N/A","N/A","N/A","53827","206304","N/A","N/A","N/A","1064","414964"
"Yo Quisiera","2005-03-02","N/A","Pop","N/A","N/A","Reik","N/A","N/A","N/A","N/A","2740","N/A","N/A","N/A","N/A","127376433.905","N/A","N/A","N/A","90645489","537606857","N/A","N/A","N/A","56729886","513960704","N/A","N/A","N/A","44278","N/A","N/A","N/A","N/A","6686","28739","N/A","N/A","N/A","N/A","N/A"
"LO MISMO DE SIEMPRE","2025-05-18","N/A","Pop","N/A","N/A","Mora","N/A","N/A","N/A","N/A","2782","N/A","N/A","N/A","N/A","126004297.72500001","N/A","N/A","N/A","15787137","20072198","N/A","N/A","N/A","115590450","120951444","N/A","N/A","N/A","555","N/A","N/A","N/A","N/A","77018","92882","N/A","N/A","N/A","N/A","N/A"
"Por Fin Te Encontré","2015-09-24","N/A","Pop","N/A","N/A","Cali Y El Dandee, Juan Magan, Sebastian Yatra","N/A","N/A","N/A","N/A","2789","N/A","N/A","N/A","N/A","125825499.28999999","N/A","N/A","N/A","54444561","495788203","N/A","N/A","N/A","97365354","1265482240","N/A","N/A","N/A","18340","N/A","N/A","N/A","N/A","11617","47128","N/A","N/A","N/A","N/A","N/A"
"Berghain","2025-10-27","N/A","Pop","N/A","N/A","ROSALÍA, Björk, Yves Tumor","N/A","N/A","N/A","N/A","2802","N/A","N/A","N/A","N/A","125498279.14999999","N/A","N/A","N/A","101071767","136119849","N/A","N/A","N/A","37996925","51774393","N/A","N/A","N/A","12107","N/A","N/A","N/A","N/A","78565","90676","N/A","N/A","N/A","N/A","N/A"
"Si Tú Me Quisieras","2015-08-21","N/A","Pop","N/A","N/A","Mon Laferte","N/A","N/A","N/A","N/A","2809","N/A","N/A","N/A","N/A","125241230.34499997","N/A","N/A","N/A","103714727","316133817","N/A","N/A","N/A","51031993","204388416","N/A","N/A","N/A","4199","N/A","N/A","N/A","N/A","7599","14253","N/A","N/A","N/A","17121","335790"
"Loca (feat. El Cata)","2010-10-19","N/A","Pop","N/A","N/A","Shakira, El Cata","N/A","N/A","N/A","N/A","2833","N/A","N/A","N/A","N/A","124600662.335","N/A","N/A","N/A","91843560","328233414","N/A","N/A","N/A","66540790","840970380","N/A","N/A","N/A","466","N/A","N/A","N/A","N/A","41332","220889","N/A","N/A","N/A","6188","1048393"
"Besos En Guerra","2017-11-03","N/A","Pop","N/A","N/A","Morat, Juanes","N/A","N/A","N/A","N/A","2839","N/A","N/A","N/A","N/A","124550839.01999998","N/A","N/A","N/A","102847751","787142139","N/A","N/A","N/A","44236504","832606935","N/A","N/A","N/A","38942","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Con los animales","2024-11-15","N/A","Pop","N/A","N/A","Diego Topa","N/A","N/A","N/A","N/A","2862","N/A","N/A","N/A","N/A","123851749.745","N/A","N/A","N/A","1767580","1778980","N/A","N/A","N/A","125654804","126679290","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
